text,id_str
....State which I will win in #2020 because they can’t stand her and her hatred of our Country and they appreciate all that I have done for them (opening up mining and MUCH more) which has led to the best employment &amp; economic year in Minnesota’s long and beautiful history!,1152190440692756481
It is amazing how the Fake News Media became “crazed” over the chant “send her back” by a packed Arena (a record) crowd in the Great State of North Carolina but is totally calm &amp; accepting of the most vile and disgusting statements made by the three Radical Left Congresswomen...,1152190436825604096
....Mainstream Media which has lost all credibility has either officially or unofficially become a part of the Radical Left Democrat Party. It is a sick partnership so pathetic to watch! They even covered a tiny staged crowd as they greeted Foul Mouthed Omar in Minnesota a...,1152187922747154434
....State which I will win in #2020 because they can’t stand her and her hatred of our Country and they appreciate all that I have done for them (opening up mining and MUCH more) which has led to the best employment &amp; economic year in Minnesota’s long and beautiful history!,1152187923908976640
It is amazing how the Fake News Media became “crazed” over the chant “send he back” by a packed Arena (a record) crowd in the Great State of North Carolina but is totally calm &amp; accepting of the most vile and disgusting statements made by the three Radical Left Congresswomen....,1152187921950236672
Great new book “Justice On Trial The Kavanaugh Confirmation and the Future of the Supreme Court.” Fantastic job by Mollie Hemingway and Carrie Severino!,1152180262849175553
https://t.co/D7H1Wr1LHy,1152049031805317120
I am pleased to announce that it is my intention to nominate Gene Scalia as the new Secretary of Labor. Gene has led a life of great success in the legal and labor field and is highly respected not only as a lawyer but as a lawyer with great experience....,1152010854176452608
....working with labor and everyone else. He will be a great member of an Administration that has done more in the first 2 ½ years than perhaps any Administration in history!,1152010855552180224
Today @FLOTUS Melania and I were honored to welcome members of Team USA to the @WhiteHouse for a great celebration of their success during the 2019 @SpecialOlympics @WorldGamesAD! Congratulations @specialolyUSA! #Cheer4USA https://t.co/m7PcT6N1KO,1151978502842986496
This should have been taken care of years ago the Trump Administration is taking care of these thugs now!https://t.co/ulqagIAtxI,1151968286122369029
Today on behalf of the American people I received an American flag that flew aboard a ship carrying the first waves of U.S. Service Members to land in Normandy...https://t.co/f1fLTAj0We,1151953616510574607
I want to apprise everyone of an incident in the Strait of Hormuz today involving #USSBoxer a U.S. Navy amphibious assault ship. The BOXER took defensive action against an Iranian drone.... https://t.co/Zql6nAUGxF,1151948135868051457
....of gang members in particular MS-13. ICE and Border Patrol are doing a great job!,1151871836541607936
Most of the MS-13 Gang members indicted &amp; arrested in L.A. were illegal aliens 19 of 22. They are said to have killed many people in the most brutal fashion. They should never have been allowed in our Country for so long 10 years. We have arrested and deported thousands....,1151871835564326918
A lot of bad things are happening in Puerto Rico. The Governor is under siege the Mayor of San Juan is a despicable and incompetent person who I wouldn’t trust under any circumstance and the United States Congress foolishly gave 92 Billion Dollars for hurricane relief much....,1151867785368281089
....of which was squandered away or wasted never to be seen again. This is more than twice the amount given to Texas &amp; Florida combined. I know the people of Puerto Rico well and they are great. But much of their leadership is corrupt &amp; robbing the U.S. Government blind!,1151867786236440576
Most of the MS-13 Gang members indictedand &amp; arrested in L.A. were illegal aliens 19 of 22. They are said to have killed many people in the most brutal fashion. They should never have been allowed in our Country for so long 10 years. We have arrested and deported thousands.....,1151865848950329346
....of gang members in particular MS-13. Ice and Border Patrol are doing a great job!,1151865849864761345
Just returned to the White House from the Great State of North Carolina. What a crowd and what great people. The enthusiasm blows away our rivals on the Radical Left. #2020 will be a big year for the Republican Party!,1151700953030123522
The Republican Party is the Party for ALL Americans. We are the Party of the American Worker the American Family &amp; the American Dream. This is the proud banner the Republican Party will carry into the Republican National Convention next summer in the great city of Charlotte NC! https://t.co/T39INp0N8N,1151668590359265280
Together we will continue unleashing the power of American enterprise so every American can know the dignity of work and the pride of a paycheck. With your help we will elect a Republican Congress to create a safe modern fair and LAWFUL system of immigration! #MAGA2020 https://t.co/zxy6zRLGu1,1151661766562275328
THANK YOU Greenville North Carolina! #MAGA2020 https://t.co/3ou3JzHsQX,1151659345278623744
The United States House of Representatives has just overwhelmingly voted to kill the Resolution on Impeachment 332-95-1. This is perhaps the most ridiculous and time consuming project I have ever had to work on. Impeachment of your President who has led the....,1151618789664071681
....Greatest Economic BOOM in the history of our Country the best job numbers biggest tax reduction rebuilt military and much more is now OVER. This should never be allowed to happen to another President of the United States again!,1151618791069114368
See you tonight North Carolina! #MAGA2020 https://t.co/rqOwEkTtqQ,1151576111186399232
GOD BLESS THE USA🇺🇸 https://t.co/w6FenobnlR,1151526698392965123
New Poll: The Rasmussen Poll one of the most accurate in predicting the 2016 Election has just announced that “Trump” numbers have recently gone up by four points to 50%. Thank you to the vicious young Socialist Congresswomen. America will never buy your act!  #MAGA2020,1151499379821428736
After a ten year search the so-called “mastermind” of the Mumbai Terror attacks has been arrested in Pakistan. Great pressure has been exerted over the last two years to find him!,1151495794295525378
Big Rally tonight in Greenville North Carolina. Lots of great things to tell you about including the fact that our Economy is the best it has ever been. Best Employment &amp; Stock Market Numbers EVER. I’ll talk also about people who love and hate our Country (mostly love)!  7:PM,1151473175496146945
The Democrats in Congress are getting nothing done not on drug pricing not on immigration not on infrastructure not on nothing! Sooo much opportunity yet all they want to do is go “fishing.” The American people are tired of the never ending Witch Hunt they want results now!,1151451591171543041
...opinion they’re Americans. Now I’m entitled to my opinion &amp; I just think they’re left wing cranks. They’re the reason there are directions on a shampoo bottle &amp; we should ignore them. The “squad” has moved the Democrat Party substantially LEFT and.....,1151451067437191168
....they are destroying the Democrat Party. I’m appalled that so many of our Presidential candidates are falling all over themselves to try to agree with the four horsewomen of the apocalypse. I’m entitled to say that they’re Wack Jobs.”  Louisiana Senator John Kennedy,1151451068431294464
“In America if you hate our Country you are free to leave. The simple fact of the matter is the four Congresswomen think that America is wicked in its origins they think that America is even more wicked now that we are all racist and evil. They’re entitled to their.....,1151451061670088704
....visible members of the House Democrats who are now wedded to this bitterness and hate. The Republican vote was 187-4. Wow! Also this was the first time since 1984 that the Speaker of the House was ruled Out of Order and broke the Rules of the House. Quite a day!,1151327084016480257
So great to see how unified the Republican Party was on today’s vote concerning statements I made about four Democrat Congresswomen. If you really want to see statements look at the horrible things they said about our Country Israel and much more. They are now the top most...,1151327083110510594
Yesterday it was my great honor to host our third annual Made in America Showcase at the @WhiteHouse.... https://t.co/mBha7Qprr9,1151251538079301634
Looking forward to tomorrow night’s rally in Greenville North Carolina at 7:00 P.M. Eastern! https://t.co/oXRgDvjacc,1151246142769946625
Kevin McCarthy @GOPLeader “The President’s Tweets were not Racist. The controversy over the tweets is ALL POLITICS. I will vote against this resolution.”  Thank you Kevin!,1151147417028497414
Those Tweets were NOT Racist. I don’t have a Racist bone in my body! The so-called vote to be taken is a Democrat con game. Republicans should not show “weakness” and fall into their trap. This should be a vote on the filthy language statements and lies told by the Democrat.....,1151129281134768128
.....Congresswomen who I truly believe based on their actions hate our Country. Get a list of the HORRIBLE things they have said. Omar is polling at 8% Cortez at 21%. Nancy Pelosi tried to push them away but now they are forever wedded to the Democrat Party. See you in 2020!,1151129281919102976
Our Country is Free Beautiful and Very Successful. If you hate our Country or if you are not happy here you can leave!,1151103647637487616
If you come after the President the Country the Flag - he’s going to defend himself. What the squad doesn’t like is that Donald Trump is enforcing the very laws that are on the books that were put there by Congress.” Jason Chaffetz. Also buy Jason’s great new book POWER GRAB!,1151099363445358592
“Billionaire Tech Investor Peter Thiel believes Google should be investigated for treason. He accuses Google of working with the Chinese Government.” @foxandfriends  A great and brilliant guy who knows this subject better than anyone! The Trump Administration will take a look!,1151095675213553664
The Democrat Congresswomen have been spewing some of the most vile hateful and disgusting things ever said by a politician in the House or Senate &amp; yet they get a free pass and a big embrace from the Democrat Party. Horrible anti-Israel anti-USA pro-terrorist &amp; public.....,1151089268535767042
.....shouting of the F...word among many other terrible things and the petrified Dems run for the hills. Why isn’t the House voting to rebuke the filthy and hate laced things they have said? Because they are the Radical Left and the Democrats are afraid to take them on. Sad!,1151089269538217984
“The best economy in our lifetime!” @IngrahamAngle,1150948978218979328
MAKE AMERICA GREAT AGAIN!,1150886874325630976
The Obama Administration built the Cages not the Trump Administration! DEMOCRATS MUST GIVE US THE VOTES TO CHANGE BAD IMMIGRATION LAWS.,1150883529141739520
The Dems were trying to distance themselves from the four “progressives” but now they are forced to embrace them. That means they are endorsing Socialism hate of Israel and the USA! Not good for the Democrats!,1150879404593205249
....They are anti-Israel pro Al-Qaeda and comment on the 9/11 attack “some people did something.” Radical Left Democrats want Open Borders which means drugs crime human trafficking and much more....,1150874783309094913
....Detention facilities are not Concentration Camps! America has never been stronger than it is now – rebuilt Military highest Stock Market EVER lowest unemployment and more people working than ever before. Keep America Great!,1150874784642867201
We will never be a Socialist or Communist Country. IF YOU ARE NOT HAPPY HERE YOU CAN LEAVE! It is your choice and your choice alone. This is about love for America. Certain people HATE our Country....,1150874781744607232
Here we go with the Fake Polls. Just like what happened with the Election against Crooked Hillary Clinton. ABC NBC CNN @nytimes @washingtonpost they all got it wrong on purpose. Suppression Polls so early? They will never learn!,1150779375358480390
.....to impeach President Trump on DAY ONE. Make them the face of the future of the Democrat Party you will destroy the Democrat Party. Their policies will destroy our Country!”  @LindseyGrahamSC  Need I say more?,1150766498459394049
“We all know that AOC and this crowd are a bunch of Communists they hate Israel they hate our own Country they’re calling the guards along our Border (the Border Patrol Agents) Concentration Camp Guards they accuse people who support Israel as doing it for the Benjamin’s....,1150766494697107456
....they are Anti-Semitic they are Anti-America we don’t need to know anything about them personally talk about their policies. I think they are American citizens who are duly elected that are running on an agenda that is disgusting that the American people will reject......,1150766496462921728
....What does it mean for America to have free Healthcare for Illegal Immigrants no criminalization of coming into our Country - See how that works for controlling Immigration! They talk about Israel like they’re a bunch of thugs not victims of the entire region. They wanted...,1150766497469489152
If Democrats want to unite around the foul language &amp; racist hatred spewed from the mouths and actions of these very unpopular &amp; unrepresentative Congresswomen it will be interesting to see how it plays out. I can tell you that they have made Israel feel abandoned by the U.S.,1150732346099978240
When will the Radical Left Congresswomen apologize to our Country the people of Israel and even to the Office of the President for the foul language they have used and the terrible things they have said. So many people are angry at them &amp; their horrible &amp; disgusting actions!,1150720283654938625
....with the U.S. and wishes it had not broken the original deal in the first place. In the meantime we are receiving Billions of Dollars in Tariffs from China with possibly much more to come. These Tariffs are paid for by China devaluing &amp; pumping not by the U.S. taxpayer!,1150717475421663233
China’s 2nd Quarter growth is the slowest it has been in more than 27 years. The United States Tariffs are having a major effect on companies wanting to leave China for non-tariffed countries. Thousands of companies are leaving. This is why China wants to make a deal....,1150717474624692224
We are doing great Economically as a Country Number One despite the Fed’s antiquated policy on rates and tightening. Much room to grow!,1150590096527302657
....and the many terrible things they say about the United States must not be allowed to go unchallenged. If the Democrat Party wants to continue to condone such disgraceful behavior then we look even more forward to seeing you at the ballot box in 2020!,1150556166566633472
So sad to see the Democrats sticking up for people who speak so badly of our Country and who in addition hate Israel with a true and unbridled passion. Whenever confronted they call their adversaries including Nancy Pelosi “RACIST.” Their disgusting language.....,1150556162393300992
Think what it would be without the 3 year Witch Hunt and Fake News Media in partnership with the Democrats! https://t.co/KBtl7wde0F,1150472779596226561
https://t.co/YaiCXrxYQq,1150435615210647552
.....Sorry can’t let them into our Country. If too crowded tell them not to come to USA and tell the Dems to fix the Loopholes - Problem Solved!,1150400998097260544
Friday’s tour showed vividly to politicians and the media how well run and clean the children’s detention centers are. Great reviews! Failing @nytimes story was FAKE! The adult single men areas were clean but crowded - also loaded up with a big percentage of criminals......,1150400995177959427
Thank you so nice but we are getting it done anyway! https://t.co/w2fhJK6FmF,1150384263088525312
So interesting to see “Progressive” Democrat Congresswomen who originally came from countries whose governments are a complete and total catastrophe the worst most corrupt and inept anywhere in the world (if they even have a functioning government at all) now loudly......,1150381394234941448
....and viciously telling the people of the United States the greatest and most powerful Nation on earth how our government is to be run. Why don’t they go back and help fix the totally broken and crime infested places from which they came. Then come back and show us how....,1150381395078000643
....it is done. These places need your help badly you can’t leave fast enough. I’m sure that Nancy Pelosi would be very happy to quickly work out free travel arrangements!,1150381396994723841
A big risk of major flooding in large parts of Louisiana and all across the Gulf Coast. Please be very careful!,1150366822547562496
94% Approval Rating in the Republican Party an all time high. Ronald Reagan was 87%. Thank you!,1150153250806685697
House Minority Leader Kevin McCarthy is a far superior leader than was Lame Duck Speaker Paul Ryan. Tougher smarter and a far better fundraiser Kevin is already closing in on 44 Million Dollars. Paul’s final year numbers were according to Breitbart “abysmal.” People like.....,1150152760362438657
....Paul Ryan almost killed the Republican Party. Weak ineffective &amp; stupid are not exactly the qualities that Republicans or the CITIZENS of our Country were looking for. Right now our spirit is at an all time high far better than the Radical Left Dems. You’ll see next year!,1150152762044440576
This is one of the most horrible abuses of all. Those texts between gaga lovers would have told the whole story. Illegal deletion by Mueller. They gave us “the insurance policy.” https://t.co/EEa41Kn6fX,1150017240395395077
Andy McCabe is a major sleazebag. Among many other things he took massive amounts of money from Crooked Hillary reps for wife’s campaign while Hillary was under “investigation” by FBI! https://t.co/bHweiBBj7z,1150011125347627009
“MUELLER’S PARTISAN WITCH HUNT!” https://t.co/XTD5f5ZOz2,1149896948507430912
"EXPOSING THE REAL 2016 ELECTION SCANDAL!" https://t.co/WUNOSKZC6T,1149893888951369728
"BOOMERANG OF JUSTICE" @SeanHannity https://t.co/MUbkCXRpfM,1149889094664802311
Just returned to the beautiful @WhiteHouse after a great day in Wisconsin and Ohio! https://t.co/WVp3KeKg8h,1149886161432797184
Leaving the Great State of Ohio! https://t.co/WTLC1fFzWl,1149849263268147201
The DOW S&amp;P 500 and NASDAQ all close the week at a new record high! https://t.co/wPJiM8n7m2,1149812548625195008
Tennessee loving Bill Hagerty who was my Tennessee Victoy Chair and is now the very outstanding Ambassador to Japan will be running for the U.S. Senate. He is strong on crime borders &amp; our 2nd A. Loves our Military &amp; our Vets. Has my Complete &amp; Total Endorsement!,1149779387077791749
I am thrilled to be back in the Great State of Wisconsin with the extraordinary men &amp; women of Derco Aerospace! We are here today to celebrate the triumphant return of American Manufacturing and everything we are doing to keep the assembly lines rolling...https://t.co/6jR72cNNPH,1149777787747803136
We have a GREAT TEAM in Pennsylvania! I’m proud to say that our good friends Lawrence Tabas &amp; Bernadette “Bernie” Comfort will now be working together to run the @PAGOP. Lawrence will be Chairman &amp; Bernie will Chair my Pennsylvania Campaign. We must have &amp; do great UNITY in PA!,1149715365741703170
....Alex was a great Secretary of Labor and his service is truly appreciated. He will be replaced on an acting basis by Pat Pizzella the current Deputy Secretary.,1149693842263642113
Alex Acosta informed me this morning that he felt the constant drumbeat of press about a prosecution which took place under his watch more than 12 years ago was bad for the Administration which he so strongly believes in and he graciously tendered his resignation....,1149693838300024833
Wow @CNN RATINGS HAVE CRASHED. LOST ALL CREDIBILITY!,1149665175722532865
Great job by Rush Limbaugh on @foxandfriends!,1149663362428522497
....companies to come to the USA and to get companies that have left us for other lands to COME BACK HOME. We  stupidly lost 30% of our auto business to Mexico. If the Tariffs went on at the higher level they would all come back and fast. But very happy with the deal I made...,1149661697675681792
.....if Mexico produces (which I think they will). Biggest part of deal with Mexico has not yet been revealed! China is similar except they devalue currency &amp; subsidize companies to lessen effect of 25% Tariffs. So far little effect to consumers. Companies will relocate to U.S.,1149661698829234176
When you are the big “piggy bank” that other countries have been ripping off for years (to a level that is not to be believed) Tariffs are a great negotiating tool a great revenue producer and  most importantly a powerful way to get......,1149661694735474688
@SebGorka Wins Big No Contest!,1149658628552445954
The Great Rush Limbaugh will be on @foxandfriends at 8:30 A.M. Enjoy!,1149649772921233409
Thank you Lara and Jessie Jane! https://t.co/FPNhslghzd,1149647962215047170
Interesting! https://t.co/Ttwa6mymGr,1149524000957030400
Thank you! https://t.co/0EFV8qa9a3,1149517347805253633
....He had the Majority &amp; blew it away with his poor leadership and bad timing. Never knew how to go after the Dems like they go after us. Couldn’t get him out of Congress fast enough!,1149516403075981314
Paul Ryan the failed V.P. candidate &amp; former Speaker of the House whose record of achievement was atrocious (except during my first two years as President) ultimately became a long running lame duck failure leaving his Party in the lurch both as a fundraiser &amp; leader......,1149516400341348354
....When Mitt chose Paul I told people that’s the end of that Presidential run. He quit Congress because he didn’t know how to Win. They gave me standing O’s in the Great State of Wisconsin &amp; booed him off the stage. He promised me the Wall &amp; failed (happening anyway!)......,1149516401868062722
Do you believe this kind of bravery? Amazing drug seizure. WATCH! https://t.co/M1KKBFic4A,1149506080549982208
#SocialMediaSummit @WhiteHouse https://t.co/Z7tlvC3QUN,1149477795308789760
Each of you is fulfilling a vital role in our nation – you are challenging the media gatekeepers and the corporate censors to bring the facts straight to the American People. Together you reach more people than any television broadcast BY FAR! #SocialMediaSummit https://t.co/iWePOOhLgp,1149476254476689410
....Similarly Facebook Libra’s “virtual currency” will have little standing or dependability. If Facebook and other companies want to become a bank they must seek a new Banking Charter and become subject to all Banking Regulations just like other Banks both National...,1149472284702208000
...and International. We have only one real currency in the USA and it is stronger than ever both dependable and reliable. It is by far the most dominant currency anywhere in the World and it will always stay that way. It is called the United States Dollar!,1149472285905940480
I am not a fan of Bitcoin and other Cryptocurrencies which are not money and whose value is highly volatile and based on thin air. Unregulated Crypto Assets can facilitate unlawful behavior including drug trade and other illegal activity....,1149472282584072192
To everyone on the Gulf Coast: As you make preparations to protect your homes &amp; loved ones from flooding &amp; the coming storm it is imperative that you heed the directions of @FEMA State &amp; Local Officials. We are working closely w/ them. Please be prepared be careful &amp; be SAFE!,1149467665209028610
Today I am directing my Administration to explore all regulatory and legislative solutions to protect the free speech rights of ALL AMERICANS. We hope to see more transparency more accountability and more FREEDOM! #SocialMediaSummit https://t.co/i6th5qtfAj,1149453628639535104
...years or maybe 10 or 14 (just kidding) they will quickly go out of business for lack of credibility or approval from the public. That’s why they will all be Endorsing me at some point one way or the other. Could you imagine having Sleepy Joe Biden or Alfred E. Newman...,1149345681829744647
...or a very nervous and skinny version of Pocahontas (1/1024th) as your President rather than what you have now so great looking and smart a true Stable Genius! Sorry to say that even Social Media would be driven out of business along with and finally the Fake News Media!,1149345683138367491
A big subject today at the White House Social Media Summit will be the tremendous dishonesty bias discrimination and suppression practiced by certain companies. We will not let them get away with it much longer. The Fake News Media will also be there but for a limited period..,1149345678814060545
...The Fake News is not as important or as powerful as Social Media. They have lost tremendous credibility since that day in November 2016 that I came down the escalator with the person who was to become your future First Lady. When I ultimately leave office in six...,1149345680189722630
So happy that I was able to keep Sikorsky Helicopter in the Great State of Pennsylvania. KEEP AMERICA GREAT!,1149334626311294976
Dow just hit 27000 for first time EVER!,1149330559379890176
“It seems that the Brits and the French and the Germans are coming around to the idea that the Iranians are up to no good!” @BillHemmer @FoxNews,1149320643818729472
Mexico is doing great at the Border but China is letting us down in that they have not been buying the agricultural products from our great Farmers that they said they would. Hopefully they will start soon!,1149318492711264257
Will be a big and exciting day at the White House for Social Media!,1149317762843631619
Now the Democrats have asked to see 12 more people who have already spent hours with Robert Mueller and spent a fortune on lawyers in so doing. How many bites at the apple do they get before working on Border Loopholes and Asylum. They also want to interview the highly......,1149317468730662912
....conflicted and compromised Mueller again. He said he was “done” after his last 9 minute speech and that he had nothing more to say outside of the No Collusion No Obstruction Report. Enough already go back to work! I won unanimously the big Emoluments case yesterday!,1149317469544374272
Democrats had to quickly take down a tweet called “Kids In Cages Inhumane Treatment at the Border” because the horrible picture used was from the Obama years. Very embarrassing! @foxandfriends,1149289425836367872
....And remember a bank that I did use years ago the now badly written about and maligned Deutsche Bank was then one of the largest and most prestigious banks in the world! They wanted my business and so did many others!,1149283451415273472
The Fake News Media loves the narrative that I didn’t use many banks because the banks didn’t like me. No I didn’t use many banks because I didn’t (don’t) need their money (old fashioned isn’t it?). If I did it would have been very easy for me to get.,1149283449196417026
Robert Johnson B.E.T. “I give the President a lot of credit for moving the Economy in a positive direction that’s benefiting a large number of Americans. I think the Tax Cuts clearly helped stimulate the Economy. Overall if you look at the U.S. Economy and you look at.....,1149282693022146561
....the number of people who are no longer looking for jobs but who are now seeing the opportunity for job growth you’ve got to give the President an A Plus for that.”  Thank you Robert one of our great business leaders!,1149282695064805376
....months the lowest since 1972.” The Wall Street Journal Editorial Board A Tale of Two Economies. @IngrahamAngle,1149282146634403841
“Nearly one million more blacks and two million more Hispanics are employed than when Barrack Obama left office and minorities account for more than half of all new jobs created during the Trump Presidency. Unemployment among black women has hovered near 5% for the last six.....,1149282144411377664
The Pledge of Allegiance to our great Country in St. Louis Park Minnesota is under siege. That is why I am going to win the Great State of Minnesota in the 2020 Election. People are sick and tired of this stupidity and disloyalty to our wonderful USA!,1149281529727766528
....The Fake News is not as important or as powerful as Social Media. They have lost tremendous credibility since that day in November 2016 that I came down the escalator with the person who was to become your future First Lady. When I ultimately leave office in six......,1149279676587630593
....years or maybe 10 or 14 (just kidding) they will quickly go out of business for lack of credibility or approval from the public. That’s why they will all be Endorsing me at some point one way or the other. Could you imagine having Sleepy Joe Biden or @AlfredENeuman99..,1149279678143836160
...or a very nervous and skinny version of Pocahontas (1000/24th) as your President rather than what you have now so great looking and smart a true Stable Genius! Sorry to say that even Social Media would be driven out of business along with and finally the Fake News Media!,1149279679045672961
A big subject today at the White House Social Media Summit will be the tremendous dishonesty bias discrimination and suppression practiced by certain companies. We will not let them get away with it much longer. The Fake News Media will also be there but for a limited period..,1149279675660869632
The White House will be hosting a very big and very important Social Media Summit today. Would I have become President without Social Media? Yes (probably)! At its conclusion we will all go to the beautiful Rose Garden for a News Conference on the Census and Citizenship.,1149266929565261824
THANK YOU BILL! https://t.co/ToNeu9OGuM,1149109159570395137
Thank you so much @JonVoight!https://t.co/7aj57QH57l,1149108122990063616
....Thank you to Lockheed Martin one of the USA’s truly great companies!,1149107726565462018
I was just informed by Marillyn Hewson CEO of Lockheed Martin of her decision to keep the Sikorsky Helicopter Plant in Coatesville Pennsylvania open and humming! We are very proud of Pennsylvania and the people who work there....,1149107725005180931
Congratulations to @DrGregMurphy1 of North Carolina (#NC03) on his great primary victory for the United States Congress. Greg is tough on Crime Borders and loves our Second Amendment our Military and our Vets. He has my Complete and Total Endorsement!,1149107461539975168
Today on this “USMCA Day of Action” thousands of grassroots supporters are urging Congress to pass the great bipartisan USMCA. USMCA = more JOBS for American workers more economic growth and more OPPORTUNITY for our farmers ranchers and businesses. #USMCAnow https://t.co/sYMhKSDu5w,1149100628062474241
Thank you Robert Johnson! https://t.co/kE4W2m9OoM,1149095754822311937
My Administration is taking groundbreaking action to bring new hope to millions of Americans suffering from kidney disease. Today I signed an Executive Order Advancing American Kidney Health...https://t.co/tAlFdDSTUU,1149000308925849601
Word just out that I won a big part of the Deep State and Democrat induced Witch Hunt. Unanimous decision in my favor from The United States Court of Appeals For The Fourth Circuit on the ridiculous Emoluments Case. I don’t make money but lose a fortune for the honor of.....,1148971885457285120
....serving and doing a great job as your President (including accepting Zero salary!).,1148971886279311361
Iran has long been secretly “enriching” in total violation of the terrible 150 Billion Dollar deal made by John Kerry and the Obama Administration. Remember that deal was to expire in a short number of years. Sanctions will soon be increased substantially!,1148958770770382849
The Dems Witch Hunt continues! https://t.co/jHEPN84IGK,1148953550938152960
....done a great job of reducing crime in the African American Community because more African Americans are at work today. Trump is not a Racist he’s a Businessman. Because he’s a great businessman he’s pushing for lives to be better.” Michael Brown CEO Hydromatic Tech,1148951077603205122
“Our company has grown since Trump has taken control of the White House &amp; the Presidency in the sense that we have better opportunities now to do what we’ve been wanting to do for quite some time and that is to create manufacturing jobs. I believe that President Trump has.....,1148951075778682880
“FBI’s Christopher Steele (FAKE) Story Falls Apart: False Intel &amp; Media Contacts Were Flagged Before FISA.” John Solomon The Hill. @seanhannity,1148796604037652480
“The reality is that this was a plot from the very beginning to frame Trump....” @RudyGiuliani https://t.co/tMyNEPppm6,1148786591302901760
https://t.co/HJYYPsJ3Mf,1148776676853243904
https://t.co/4c8wlQzrlF,1148775820481236993
So now the Obama appointed judge on the Census case (Are you a Citizen of the United States?) won’t let the Justice Department use the lawyers  that it wants to use. Could this be a first?,1148769874379980801
More and more the Radical Left is using Commerce to hurt their “Enemy.” They put out the name of a store brand or company and ask their so-called followers not to do business there. They don’t care who gets hurt but also don’t understand that two can play that game!,1148767855351128064
A truly great patriotic &amp; charitable man Bernie Marcus the co-founder of Home Depot who at the age of 90 is coming under attack by the Radical Left Democrats with one of their often used weapons. They don’t want people to shop at those GREAT stores because he contributed....,1148766318906281985
....to your favorite President me! These people are vicious and totally crazed but remember there are far more great people (“Deplorables”) in this country than bad. Do to them what they do to you. Fight for Bernie Marcus and Home Depot!,1148766319640227841
....Why would Kentucky ever think of giving up the most powerful position in Congress the Senate Majority Leader for a freshman Senator with little power in what will hopefully be the minority party. We need Mitch in the Senate to Keep America Great!!,1148747084167831553
Democrats are coming after our great Kentucky Senator Mitch McConnell with someone who compared my election to September 11th....,1148747083219984384
After a wonderful dinner at the @USTreasury last night with the Amir of Qatar @TamimBinHamad it was my great honor to welcome him to the @WhiteHouse this afternoon! https://t.co/SB9DGA7dgo,1148679238431793152
Recent “strained” decisions by the United States Supreme Court some so simple as allowing the question “Are you a citizen of the United States” on our very expensive Census Report or the even more strained decisions (2) allowing the world’s most expensive &amp; pathetic......,1148600594829103107
....healthcare (Obamacare) to stay in place when it would have been replaced by something far better shows how incredibly important our upcoming 2020 Election is. I have long heard that the appointment of Supreme Court Justices is a President’s most important decision. SO TRUE!,1148600596502589441
India has long had a field day putting Tariffs on American products. No longer acceptable!,1148573632869875712
Food Stamp participation hits 10 year low. Wow! @OANN,1148573013237030914
“With President Trump at the helm not only is America getting great again but he’s going to make our estuaries our rivers our water - everything better - the things he is doing and done are just helping America tremendously.” Thank you to Bruce Hrobak @foxandfriends,1148572023037317120
Outrage is growing in the Great State of Minnesota where our Patriots are now having to fight for the right to say the Pledge of Allegiance. I will be fighting with you! @foxandfriends,1148567121212989440
“I agree with the President the Supreme Court got it wrong. There should be a question about Citizenship on the Census. A.G. Barr sees a pathway to add the Citizenship Question.”  Steve Doocy @foxandfriends  Working hard on something that should be so easy. People are fed up!,1148563040536866821
The wacky Ambassador that the U.K. foisted upon the United States is not someone we are thrilled with a very stupid guy. He should speak to his country and Prime Minister May about their failed Brexit negotiation and not be upset with my criticism of how badly it was...,1148559442885185536
...handled. I told @theresa_may how to do that deal but she went her own foolish way-was unable to get it done. A disaster! I don’t know the Ambassador but have been told he is a pompous fool. Tell him the USA now has the best Economy &amp; Military  anywhere in the World by far...,1148559443845668864
....and they are both only getting bigger better and stronger.....Thank you Mr. President!,1148559446030921728
Very good numbers on the economy. Much potential for growth. Trade deals being negotiated or being set up for negotiation. We have been treated very unfairly (to put it mildly) by other countries for many years but that is changing!,1148548684424056832
Spoke to @GOPLeader Kevin McCarthy about the earthquakes in California and informed him that we will be working very closely on emergency funding. Also spoke to Governor @GavinNewsom - all working together!,1148366872368287745
I have been very critical about the way the U.K. and Prime Minister Theresa May handled Brexit. What a mess she and her representatives have created. I told her how it should be done but she decided to go another way. I do not know the Ambassador but he is not liked or well....,1148298496140820480
....thought of within the U.S. We will no longer deal with him. The good news for the wonderful United Kingdom is that they will soon have a new Prime Minister. While I thoroughly enjoyed the magnificent State Visit last month it was the Queen who I was most impressed with!,1148298497189392384
Brilliant Constitutional Lawyer Dr. John Eastman said the Special Prosecutor (Mueller) should have NEVER been appointed in the first place. The entire exercise was fundamentally illegal. The Witch Hunt should never happen to another President of the U.S. again. A TOTAL SCAM! https://t.co/5sRAMhHAR8,1148270600407924736
Thank you Ari! https://t.co/Ae2q0d07tb,1148239614408372224
A massive crowd that Fake News &amp; some Dems didn’t want to Report! https://t.co/RiRTP2hEJc,1148237067526254600
Cute! https://t.co/ylJfs6hh9g,1148234137284882433
Impossible to believe that @FoxNews has hired @donnabrazile the person fired by @CNN (after they tried to hide the bad facts &amp; failed) for giving Crooked Hillary Clinton the questions to a debate something unimaginable. Now she is all over Fox including Shep Smith by far....,1148068598289719296
